1,0.03824026,0,0,0,0,0,0,0,0,0,0,0.036283429,0.057897589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063077481,0,0,0,0,0.059718999,0,0,0,0,0,0,0,0,0,0,0,0,0.033006319,0,0,0,0,0.045521335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049937904,0,0.047898831,0,0,0,0,0.137744699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066954144,0,0,0,0,0,0,0,0.054875762,0,0,0,0,0,0,0,0.209895151,0,0,0.055878129,0.100190318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072126138,0.054546945,0,0,0.039232685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043395025,0.043395025,0,0,0,0,0,0,0,0,0,0,0,0.073573052,0,0,0,0,0,0,0,0,0,0,0,0.10100125,0.070039745,0.061748915,0.062175935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046376801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080357121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049503398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070290814,0,0,0,0,0.209895151,0.344335358,0,0,0.058389364,0.058389364,0,0,0,0,0,0,0,0,0.082940097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048354625,0,0,0,0,0,0,0,0.059718999,0.049937904,0,0,0,0,0
0.03824026,1,0,0,0,0,0,0.08431293,0,0,0,0,0.67096132,0.087077236,0,0,0,0,0,0,0,0.065566843,0,0,0,0,0,0,0,0,0.040735301,0.050792835,0.037356389,0,0,0,0,0,0.093809133,0.190109483,0,0,0,0,0.097588673,0,0,0,0,0,0.077688263,0,0,0,0,0,0,0.09113406,0,0,0,0,0.075373696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121246157,0,0.34185736,0,0,0,0,0.025757816,0,0,0,0,0,0,0,0,0,0.030082268,0,0,0,0.094346717,0,0,0.039949619,0,0,0.054406839,0,0.092960557,0,0,0,0,0,0,0,0.034312028,0,0.036008048,0.12959189,0.180984539,0,0,0.037195199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02983036,0,0,0,0,0.098119382,0.132809409,0,0.092134647,0.100659654,0.046724722,0,0.100720242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076246997,0.057735911,0.129768017,0.097767268,0,0,0,0,0.760213461,0.760213461,0,0.041096989,0,0,0,0,0,0,0,0,0,0.232988382,0,0,0.192851532,0,0,0,0,0,0,0,0,0.147466251,0.09664714,0.085095918,0.099719586,0,0,0,0.026673124,0,0,0.039986604,0.039750621,0.039986604,0.036399199,0.036399199,0,0,0,0,0,0.03645358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06004999,0.112091369,0.05684351,0.04671898,0.038365442,0.035679072,0.035592283,0.035798634,0.037944068,0.041839699,0.035592283,0.038465349,0.060900194,0.095618787,0,0,0,0,0,0,0,0,0,0.034396896,0.03859155,0,0,0,0,0,0.045703269,0.034047568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114194955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128132416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096827733,0,0.036399199,0.039986604,0.036399199,0.034312028,0.051588474,0.043184489,0,0.152978182,0.152978182,0,0,0,0,0,0,0,0,0.115785018,0,0,0,0,0,0.091389866,0.155264495,0,0,0,0,0.055668295,0,0,0,0,0,0,0.107856057,0.0407059,0,0.033342346,0,0,0,0,0,0,0,0,0,0.135570978,0,0,0,0,0,0,0.073186601,0.097588673,0.121246157,0,0,0,0.034298519,0
0,0,1,0.015618744,0,0.152392561,0.244850258,0,0.188204947,0.164829842,0.225123329,0,0.077336819,0,0,0.11093324,0,0.058445761,0,0.016278434,0,0,0.047610346,0,0,0,0,0,0,0,0,0,0,0.120272366,0,0,0,0,0,0,0,0,0,0.089062999,0.066922576,0.135960491,0.135960491,0.110527422,0.406430639,0.118342627,0.060451456,0,0.194296267,0.139502931,0.158430869,0.156453981,0.091498644,0.204556965,0.150588173,0.109997367,0.054767871,0,0.132309634,0.149477321,0.139806517,0,0,0,0,0,0.110162344,0,0.093096744,0.31632207,0.083917677,0.074687316,0.110527422,0.125736729,0.056765356,0,0,0.127539817,0,0,0.091498644,0.113798493,0,0,0,0,0.054274504,0.054274504,0.057632843,0.059739923,0,0.105503279,0,0,0,0,0.157823749,0.065516741,0,0.06061478,0.081182413,0.05502942,0.06014867,0.04221026,0.036973762,0.127529836,0.022228212,0.018291685,0,0,0,0,0,0.095966655,0.060602227,0,0,0,0,0.119916075,0,0.089623585,0,0,0,0,0,0,0,0.069673711,0,0,0.018396781,0,0.103168422,0.070104816,0,0.090549142,0.059013228,0.069623183,0.10654924,0.10654924,0.142241926,0,0,0,0,0.187788467,0.03968117,0.038875282,0,0,0,0,0.135528222,0.020513206,0,0,0,0,0.091906574,0.094737362,0.12136871,0,0,0,0,0,0,0.091045458,0,0,0,0,0,0.080096939,0,0.091733013,0,0,0,0,0,0.061575677,0.112395016,0,0,0,0,0.0280218,0,0.082718515,0,0,0,0,0,0,0,0,0.068065614,0.06294713,0.07347319,0.068672498,0,0.12899995,0,0.064071511,0.063762375,0.064071511,0.055638943,0.055638943,0.063089888,0.09254142,0.073488401,0.055382182,0.062340141,0.055710668,0.071080558,0,0,0.068648161,0,0,0,0,0,0.089383695,0,0,0,0.072883681,0,0,0,0.106614764,0.065782967,0.056561395,0.056447018,0.06534269,0.065231216,0.08106375,0.056447018,0.065913638,0,0.037290547,0.058443174,0.112172192,0.083993035,0.233556885,0.261267425,0,0.089772257,0.08056469,0.19314923,0.059667977,0.102627382,0.044855944,0.029039299,0.021080638,0.022228212,0,0.042505624,0.051475527,0,0,0,0,0,0,0,0,0,0.021590946,0.026334632,0,0.057813589,0.022465472,0.129258876,0.167752523,0.192509251,0,0.203975126,0.018737334,0.149714435,0.10677304,0.065741153,0.102809783,0.134383867,0,0.07280865,0,0.128039206,0.119563753,0,0,0,0.069535108,0.069535108,0.208076905,0,0.036503706,0.227392865,0,0,0.113080215,0,0,0,0,0.055522383,0.730990513,0.730990513,0,0,0.055638943,0.064071511,0.055638943,0,0,0.088881399,0.82603981,0.066274304,0.066274304,0,0,0,0,0,0,0,0.054199581,0,0,0,0,0.155048463,0.060153386,0,0,0.069878858,0.093276188,0.059188105,0.059188105,0.084491978,0.065531154,0,0,0,0,0,0,0.047928109,0,0,0.122412881,0.054767871,0.08448479,0,0.070104816,0.070104816,0.110372172,0.097914641,0,0.212178489,0.232611973,0.069110235,0.097270361,0,0,0,0,0.066922576,0.056765356,0,0,0,0.059536414,0
0,0,0.015618744,1,0,0,0,0,0,0,0,0,0.01815144,0.070048808,0.043768874,0.036513882,0,0.026628779,0,0.761273281,0.106802025,0,0,0,0.128641013,0.128641013,0.166509958,0.155045844,0.24389463,0,0,0,0,0,0.138501018,0.194131623,0.053554779,0,0,0,0,0.104513108,0,0,0,0.033559438,0.033559438,0.182824979,0.033070907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216233043,0.213599192,0.163568935,0.13783806,0.047506314,0.18196633,0,0.080669902,0.025512749,0.172053905,0.13462724,0.182824979,0,0,0,0,0,0,0,0,0,0.0399674,0,0,0,0,0,0,0,0.3275114,0.034335063,0,0,0,0,0.040115666,0.079194341,0,0,0,0,0,0,0.119381072,0,0.028622981,0.126747523,0,0,0.106124418,0.126567186,0,0.033327078,0,0,0.166137795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054455048,0,0.10353058,0,0.033295881,0,0,0,0.033984949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145415316,0.186259304,0.170051001,0.211964993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114516849,0,0,0.207418386,0.053933476,0.175874599,0,0.143519217,0,0.055255798,0,0,0.194340431,0,0.169152933,0,0.053947271,0,0.027398863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028422061,0,0,0,0,0,0,0,0,0,0.166906273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023759079,0,0,0,0.153529771,0,0.098287119,0.036097376,0.054628823,0.0365829,0.026894439,0.028622981,0,0.050015531,0,0,0,0.439040633,0.40394059,0.365663145,0.166137795,0,0,0,0.029270811,0.031267417,0.033028292,0,0,0,0,0,0,0.033948145,0.0319699,0.0221898,0,0.079804092,0.019387856,0.021990615,0,0,0.071748983,0,0,0,0,0,0,0,0,0,0.369082183,0,0,0,0.046018922,0,0,0,0,0,0.018966916,0.018966916,0,0,0,0,0,0.126567186,0,0.053662117,0.015555591,0,0,0,0,0,0,0.124665278,0,0,0,0,0.214524896,0,0.028030997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028533748,0,0,0,0,0,0.050682503,0,0,0,0.182459224,0.108380289,0,0,0,0,0.031209527,0,0,0,0,0,0,0,0.164014591,0,0.098011975,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180242834,0,0,0,0,0,0,0,0,0,0,0,0,0.103322061,0.103322061,0,0,0,0,0.160075648,0,0,0,0,0,0,0,0,0.143219166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204741908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082795441,0,0,0,0,0,0,0,0,0,0,0,0,0.070852822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272189183,0.30557318,0.231607991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085030623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227932301,0.226296546,0.296041894,0.160578197,0,0,0,0,0,0,0,0.078182439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143219166,0.134498976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188323142,0,0,0,0,0,0,0.092229738
0,0,0.152392561,0,0,1,0.438852015,0,0.047154189,0.040378593,0.341228025,0,0,0,0,0,0,0,0,0,0,0,0.029302803,0,0,0,0,0,0,0,0,0,0,0.223601274,0,0,0,0,0,0,0,0,0,0.067525207,0.045556975,0,0,0,0.057485799,0.083640962,0.089324633,0,0.592800815,0.493089007,0.35247971,0.516250888,0.203058457,0.24508786,0.402711523,0.42818946,0.03523908,0,0.343365283,0.566865081,0.496157015,0,0,0,0,0,0,0,0,0.037273774,0,0,0,0.45124061,0.036765714,0,0,0.578628373,0,0,0.203058457,0.367020692,0,0,0,0,0.035817439,0.035817439,0.03922847,0.045868385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103865702,0,0,0,0,0,0,0,0,0.041337385,0,0,0,0,0.221887605,0,0.056433186,0,0,0,0,0,0,0,0.129109861,0,0,0,0,0,0.050744507,0,0.071799344,0,0.145692592,0.191675387,0.191675387,0.268528857,0,0,0,0,0.077904241,0,0.070236866,0,0,0,0,0.115051592,0,0,0,0,0,0.206805575,0.178570114,0.089657931,0,0,0,0,0,0,0.199058821,0,0,0,0,0,0.146496768,0,0,0,0,0,0,0,0.042900248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047689368,0.041441273,0.163859168,0.142064238,0,0.296398212,0,0.118467267,0.117001073,0.118467267,0.100152135,0.100152135,0.117416779,0.212934133,0.16397748,0.10021102,0.130372077,0.100449732,0.052112857,0,0,0.141907853,0,0,0,0,0,0.068408388,0,0,0,0.05614272,0,0,0,0.19408216,0.122812379,0.102849559,0.102367569,0.112351822,0.120171475,0.151732769,0.102367569,0.123452488,0,0.055462304,0.115522368,0.197139803,0.150508843,0.126818718,0.277351943,0,0.0695065,0,0.057628531,0.091295056,0,0,0,0,0,0,0,0.091690266,0,0,0,0,0,0,0,0,0,0,0,0,0.038282687,0.103966093,0.299843462,0.447782878,0.426564162,0,0.13960204,0,0.088629933,0.19261332,0,0.044087354,0.054181819,0,0.158837823,0,0.284444155,0.220215393,0,0,0,0.128394205,0.128394205,0.04520878,0,0,0.057327654,0,0,0,0,0,0,0,0.109389545,0.039467281,0.039467281,0,0,0.100152135,0.118467267,0.100152135,0,0,0,0.151856899,0.044409865,0.044409865,0,0,0,0,0,0,0,0.035705626,0,0,0,0,0.18785989,0.121156723,0,0,0.050276004,0.220519527,0.107164429,0.107164429,0.144435813,0.129524172,0,0,0,0,0,0,0.084098536,0,0,0.093237261,0.03523908,0,0,0.050744507,0.050744507,0,0,0,0.046466449,0.059183589,0.048730781,0,0,0,0,0,0.045556975,0.036765714,0,0,0,0.090869214,0
0,0,0.244850258,0,0,0.438852015,1,0,0.056455829,0.049681022,0.207958615,0,0,0,0,0,0,0,0,0,0,0,0.036461055,0,0,0,0,0,0,0,0,0,0,0.287949663,0,0,0,0,0,0,0,0,0,0.079584864,0.054427439,0,0,0,0.068603527,0.09642908,0.105436662,0,0.54888641,0.350989202,0.226907655,0.376101817,0.245899119,0.150659448,0.243728182,0.256812721,0.043375409,0,0.208434036,0.407617739,0.353391755,0,0,0,0,0,0,0,0,0.045445038,0,0,0,0.335191229,0.044858151,0,0,0.349456228,0,0,0.245899119,0.226394519,0,0,0,0,0.044333851,0.044333851,0.047208698,0.051781444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122134203,0,0,0,0,0,0,0,0,0.050632806,0,0,0,0,0.285977418,0,0.064792684,0,0,0,0,0,0,0,0.155031274,0,0,0,0,0,0.060616225,0,0.084832128,0,0.178717456,0.255019082,0.255019082,0.333281247,0,0,0,0,0.095442437,0,0.080209829,0,0,0,0,0.136652193,0,0,0,0,0,0.250688802,0.209203122,0.103899441,0,0,0,0,0,0,0.240825862,0,0,0,0,0,0.175394863,0,0,0,0,0,0,0,0.052454403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056879224,0.049126608,0.202313759,0.173921276,0,0.354107455,0,0.145751854,0.144067568,0.145751854,0.12738735,0.12738735,0.14348905,0.258600158,0.202460389,0.126756317,0.163901444,0.127723416,0.059940993,0,0,0.173733546,0,0,0,0,0,0.080661063,0,0,0,0.067116798,0,0,0,0.224014494,0.151976478,0.131190128,0.130644787,0.135096378,0.148939027,0.181521022,0.130644787,0.152714988,0,0.061423261,0.14396429,0.253055567,0.177375308,0.149999286,0.468774415,0,0.082004995,0,0.06667103,0.107396666,0,0,0,0,0,0,0,0.119592334,0,0,0,0,0,0,0,0,0,0,0,0,0.046594483,0.130992836,0.358882588,0.535297761,0.523820576,0,0.164345724,0,0.105501963,0.25607957,0,0.055001311,0.065451902,0,0.19612174,0,0.337799893,0.284056292,0,0,0,0.154199617,0.154199617,0.051589065,0,0,0.066881931,0,0,0,0,0,0,0,0.139822265,0.04593318,0.04593318,0,0,0.12738735,0.145751854,0.12738735,0,0,0,0.2439065,0.053117675,0.053117675,0,0,0,0,0,0,0,0.044208839,0,0,0,0,0.232936289,0.15184829,0,0,0.060069702,0.268527949,0.133560399,0.133560399,0.167756411,0.157806584,0,0,0,0,0,0,0.105993925,0,0,0.108434609,0.043375409,0,0,0.060616225,0.060616225,0,0,0,0.053093103,0.069234842,0.058274901,0,0,0,0,0,0.054427439,0.044858151,0,0,0,0.106929309,0
0,0.08431293,0,0,0,0,0,1,0,0,0,0,0.058912817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157410194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075821044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097571353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271823162,0.202972991,0.118684182,0.08362843,0,0,0,0,0.073976044,0.073976044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097776797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194001206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25180311,0,0,0,0,0.236934739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.188204947,0,0,0.047154189,0.056455829,0,1,0.712808848,0.608843164,0,0,0,0,0,0,0,0,0,0,0,0.062571829,0,0,0,0,0,0,0,0,0,0,0.035014621,0,0,0,0,0,0,0,0,0,0.12818749,0.092360924,0,0,0,0.106996184,0.165126835,0.034534219,0,0.056962257,0.040786055,0.096077942,0.063485506,0.053774281,0.173982313,0.090103014,0.031675576,0.073642412,0,0.071030867,0.044966511,0.040991296,0,0,0,0,0,0,0,0,0.075332546,0,0,0,0.038172443,0.076579781,0,0,0.039391148,0,0,0.053774281,0.039525102,0,0,0,0,0.073816887,0.073816887,0.079461358,0.07527982,0,0,0,0,0,0,0,0,0,0.087976664,0.115886561,0.07701027,0.086685973,0.057708785,0.050631968,0.186654479,0,0,0,0,0,0,0,0,0.083749907,0,0,0,0,0.034804649,0,0.119487432,0,0,0,0,0,0,0,0.038553608,0,0,0,0,0,0.099311284,0,0.13247092,0,0.041295411,0.030604982,0.030604982,0.041228237,0,0,0,0,0.198778499,0.053639714,0.052928337,0,0,0,0,0.20139497,0,0,0,0,0,0.054343753,0.050958948,0.17200914,0,0,0,0,0,0,0.053151259,0,0,0,0,0,0.043098198,0,0,0,0,0,0,0,0.085894856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095091654,0.085522183,0.044709783,0.040563436,0,0.073476925,0,0.035712291,0.035385525,0.035712291,0.030987011,0.030987011,0.035437902,0.055246776,0.044729681,0.031010915,0.037537597,0.031058211,0.09459182,0,0,0.04053401,0,0,0,0,0,0.129095682,0,0,0,0.105895567,0,0,0,0.055528799,0.036702623,0.031615362,0.031500979,0.034747954,0.036116954,0.044183392,0.031500979,0.036842813,0,0.046313144,0.034420444,0.031821826,0.044478329,0.091083179,0.040381555,0,0.130207824,0,0.263342122,0.029683477,0,0,0,0,0,0,0,0.028718387,0,0,0,0,0,0,0,0,0,0,0,0,0.0787832,0.04587903,0.073889896,0.074464367,0.055502441,0,0.104254011,0,0.072233776,0.030728637,0,0.045999169,0.058095434,0,0.043850571,0,0.071979585,0.034598283,0,0,0,0.038401312,0.038401312,0.267069916,0,0,0.316047761,0,0,0,0,0,0,0,0.032818653,0.244968051,0.244968051,0,0,0.030987011,0.035712291,0.030987011,0,0,0,0.187623049,0.090849634,0.090849634,0,0,0,0,0,0,0,0.073655868,0,0,0,0,0.080382717,0.035642854,0,0,0.098744908,0.056318263,0.032876097,0.032876097,0.043529011,0.037990495,0,0,0,0,0,0,0.026929788,0,0,0.175236132,0.073642412,0,0,0.099311284,0.099311284,0,0,0,0.273409883,0.324770871,0.096844917,0,0,0,0,0,0.092360924,0.076579781,0,0,0,0.029567941,0
0,0,0.164829842,0,0,0.040378593,0.049681022,0,0.712808848,1,0.603259418,0,0,0,0,0,0,0,0,0,0,0,0.05233379,0,0,0,0,0,0,0,0,0,0,0.030277402,0,0,0,0,0,0,0,0,0,0.114191587,0.080503941,0,0,0,0.092355134,0.153372065,0.032311862,0,0.050056791,0.035313261,0.087623416,0.05978179,0.047667098,0.154846707,0.079210717,0.027174733,0.06241929,0,0.060848682,0.038707624,0.035474838,0,0,0,0,0,0,0,0,0.063480537,0,0,0,0.032373887,0.06541327,0,0,0.033333368,0,0,0.047667098,0.03671103,0,0,0,0,0.06198876,0.06198876,0.067932508,0.067570371,0,0,0,0,0,0,0,0,0,0.078691095,0.107503391,0.069091159,0.077676959,0.050444496,0.043286024,0.171612782,0,0,0,0,0,0,0,0,0.071269436,0,0,0,0,0.030105693,0,0.109725959,0,0,0,0,0,0,0,0.034159107,0,0,0,0,0,0.086224249,0,0.117518713,0,0.035742012,0.026019397,0.026019397,0.03648728,0,0,0,0,0.176069017,0.046988998,0.049256144,0,0,0,0,0.18589654,0,0,0,0,0,0.048098231,0.046479959,0.159247625,0,0,0,0,0,0,0.047193272,0,0,0,0,0,0.038820291,0,0,0,0,0,0,0,0.07303569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08273917,0.074737315,0.038509687,0.035137711,0,0.06730866,0,0.031218519,0.030950833,0.031218519,0.026552334,0.026552334,0.030958083,0.048778063,0.038525043,0.026585119,0.031870455,0.026611646,0.084609605,0,0,0.035114484,0,0,0,0,0,0.114900621,0,0,0,0.091547129,0,0,0,0.0514627,0.032074422,0.027062762,0.026967664,0.030977021,0.031595186,0.039694842,0.026967664,0.032188805,0,0.044224296,0.029385458,0.027632796,0.040426175,0.079987021,0.03499406,0,0.115766231,0,0.231198982,0.0269414,0,0,0,0,0,0,0,0.02422744,0,0,0,0,0,0,0,0,0,0,0,0,0.067253756,0.038197318,0.067608867,0.06802494,0.048969693,0,0.092689886,0,0.063735117,0.026122276,0,0.041376324,0.052775228,0,0.037844379,0,0.066212352,0.029936653,0,0,0,0.034035652,0.034035652,0.24408276,0,0,0.282446103,0,0,0,0,0,0,0,0.027615314,0.222053557,0.222053557,0,0,0.026552334,0.031218519,0.026552334,0,0,0,0.164319658,0.07925871,0.07925871,0,0,0,0,0,0,0,0.061853213,0,0,0,0,0.070948683,0.030359176,0,0,0.085766661,0.0495787,0.028508973,0.028508973,0.039908092,0.033028225,0,0,0,0,0,0,0.022952091,0,0,0.161703605,0.06241929,0,0,0.086224249,0.086224249,0,0,0,0.249901949,0.290327429,0.084225764,0,0,0,0,0,0.080503941,0.06541327,0,0,0,0.02684207,0
